# id        Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN          aper   phcov   phcov2   snr         Npt   order   minmax   Imean_ogle   Vmean_ogle   VmI
  smc1122   496   0.308857   0.363    0.167   0.052   0.013   -0.006   3.028    -0.643   9.3229    5.6574   19.16     0.7008   0.0014129032   1      0.988   0.988    130.8       496   5       0.702    19.151       19.53        0.37000084  
  smc1129   320   0.275238   0.362    0.163   0.037   0.014   0.011    -2.954   1.264    9.5909    7.5148   19.641    1.1274   0.003523125    1      0.983   0.981    52.3        320   4       1.216    19.608       ""           ""          
  smc1137   494   0.373277   0.297    0.148   0.02    0.007   0.035    -3.064   0.264    9.4319    6.4415   19.262    1.0048   0.002034008    1      0.987   0.982    85.9        494   3       0.561    19.25        19.671       0.4090004   
  smc1140   463   0.365315   0.29     0.147   0.028   0.014   -0.016   -3.049   0.008    9.5495    6.3392   19.118    0.5571   0.0012032398   1      0.985   0.99     110.4       463   4       0.632    19.107       19.591       0.47299957  
  smc1141   81    0.363934   0.35     0.143   0.038   0.021   0.031    2.978    0.011    9.1981    6.2002   19.438    0.1993   0.002460494    1      0.957   0.934    35.4        81    4       0.568    19.418       ""           ""          
  smc1156   486   0.364233   0.263    0.126   0.018   0.004   -0.02    -2.784   0.783    9.823     7.1266   18.983    0.5824   0.001198354    1      0.987   0.984    104.4       486   3       0.524    18.974       19.479       0.4960003   
  smc1168   500   0.346255   0.387    0.179   0.041   0.009   0.008    -3.107   -0.901   9.4441    5.3588   19.108    0.6656   0.0013312      1      0.988   0.982    148.0       500   3       0.636    19.093       19.512       0.40399933  
  smc1174   502   0.361057   0.326    0.157   0.026   0.008   -0.016   2.867    -0.297   9.1818    6.0337   19.145    0.7055   0.0014053785   1      0.987   0.986    120.2       502   3       0.597    19.134       19.607       0.4619999   
  smc1186   507   0.355681   0.36     0.176   0.036   0.017   0.023    3.12     0.483    9.3577    6.6986   19.148    0.8144   0.0016063116   1      0.989   0.987    122.0       507   3       0.688    19.134       19.574       0.4259987   
  smc1187   499   0.365803   0.274    0.14    0.009   0.002   0.067    -2.452   0.456    9.98      6.5374   19.395    1.0179   0.0020398798   1      0.977   0.986    77.0        499   3       0.744    19.383       19.828       0.43299866  
  smc1197   527   0.332424   0.367    0.18    0.033   0.007   -0.01    -3.053   -0.075   9.5346    6.2392   19.16     0.768    0.0014573055   1      0.979   0.978    131.2       527   5       0.806    19.144       19.568       0.40800095  
  smc1217   503   0.291095   0.28     0.138   0.022   0.023   0.004    3.125    0.948    9.4013    7.2205   19.492    1.1458   0.0022779324   1      0.987   0.986    72.5        503   3       0.937    19.477       19.85        0.3579998   
  smc1228   252   0.364306   0.258    0.134   0.019   0.009   0.035    -2.521   -0.18    9.9755    5.9989   18.938    0.2695   0.0010694443   1      0.977   0.96     80.8        252   3       0.494    18.929       19.411       0.47299957  
  smc1229   506   0.32477    0.284    0.144   0.015   0.012   -0.003   -3.108   0.449    9.4641    6.74     19.321    0.9224   0.0018229249   1      0.985   0.99     84.6        506   3       0.878    19.305       19.654       0.33300018  
  smc1233   437   0.287567   0.277    0.132   0.034   0.026   -0.02    -3.081   -0.752   9.5253    5.5911   19.179    0.6294   0.0014402746   1      0.987   0.988    94.2        437   3       0.588    19.168       19.612       0.43299866  
  smc1241   524   0.263586   0.252    0.107   0.021   0.014   0.063    2.803    -1.253   8.9614    4.8423   19.362    1.1943   0.0022791985   1      0.987   0.987    67.5        524   4       0.675    19.346       19.891       0.52900124  
  smc1246   503   0.267488   0.256    0.124   0.017   0.001   0.023    -2.574   1.823    9.9462    8.0367   19.691    1.3481   0.0026801191   1      0.986   0.984    59.3        503   4       0.729    19.678       20.105       0.41399956  
  smc1261   523   0.359782   0.303    0.145   0.032   0.011   -0.004   -3.005   0.426    9.5693    6.7205   19.146    0.8688   0.0016611854   1      0.989   0.988    101.6       523   3       0.62     19.133       19.583       0.43700027  
  smc1265   480   0.36798    0.293    0.142   0.022   0.016   -0.014   -3.024   -0.062   9.5712    6.2641   19.294    0.8848   0.0018433334   1      0.989   0.984    87.0        480   3       0.674    19.277       19.772       0.47799873  
  smc1266   501   0.30297    0.235    0.115   0.028   0.003   -0.005   -2.967   0.301    9.6092    6.5992   19.169    0.7727   0.0015423154   1      0.988   0.985    80.8        501   3       0.631    19.163       19.537       0.36800003  
  smc1287   398   0.256601   0.241    0.112   0.014   0.017   0.042    -3.08    0.267    9.4023    6.4244   19.752    1.3462   0.003382412    1      0.986   0.986    41.4        398   3       0.79     19.73        20.154       0.40199852  
  smc1299   487   0.343317   0.248    0.128   0.014   0.01    -0.001   -2.814   0.835    9.7549    7.1218   16.534    0.0327   6.714579E-5    1      0.986   0.987    475.2       487   4       0.301    16.53        17.0         0.4659996   
  smc1308   443   0.255961   0.299    0.146   0.033   0.009   -0.042   2.765    -1.526   9.132     4.8831   19.584    0.9424   0.0021273138   1      0.979   0.983    75.0        443   4       0.692    19.572       19.972       0.3880005   
  smc1326   495   0.318698   0.292    0.141   0.023   0.011   -0.016   -3.088   0.053    9.5104    6.3851   19.283    0.8186   0.0016537374   1      0.988   0.981    96.0        495   3       0.553    19.271       19.682       0.39899826  
  smc1327   523   0.382744   0.258    0.125   0.001   0.007   0.051    1.888    2.03     8.0699    8.1618   19.169    1.2607   0.0024105161   1      0.988   0.99     63.3        523   3       0.646    19.152       19.492       0.32299995  
  smc1339   521   0.277964   0.15     0.065   0.006   0.002   -0.033   2.298    -2.311   8.6472    4.0714   19.074    0.6936   0.001331286    1      0.988   0.986    57.4        521   5       0.435    19.068       19.336       0.26200104  
  smc1351   487   0.313544   0.341    0.159   0.043   0.018   -0.055   2.798    -0.626   9.1905    5.8216   19.265    1.1647   0.0023915812   1      0.988   0.985    86.0        487   3       0.803    19.252       19.636       0.3710003   
  smc1366   501   0.303332   0.26     0.126   0.009   0.01    0.004    2.855    0.613    9.1293    6.8829   19.358    0.9791   0.0019542915   1      0.985   0.985    75.9        501   3       0.579    19.349       19.664       0.30599976  
  smc1368   527   0.291725   0.297    0.146   0.024   0.01    -0.018   2.685    -1.195   9.0028    5.1407   15.905    0.2576   4.888046E-4    1      0.989   0.989    216.7       527   5       0.382    15.9         16.289       0.38399982  
  smc1369   492   0.366091   0.306    0.157   0.03    0.016   -0.01    2.828    -0.3     9.1306    6.0125   19.262    0.8733   0.001775       1      0.986   0.988    95.3        492   3       0.683    19.253       19.697       0.43500137  
  smc1371   519   0.371417   0.271    0.148   0.016   0.022   0.051    -2.826   0.102    9.6382    6.2317   19.237    0.8682   0.0016728324   1      0.988   0.989    91.1        519   3       0.623    19.223       19.771       0.5340004   
  smc1395   479   0.349156   0.331    0.162   0.021   0.027   0.007    2.913    -0.715   9.1812    5.546    19.387    0.8815   0.0018402922   1      0.987   0.99     99.1        479   3       0.683    19.374       19.801       0.41400146  
  smc1397   444   0.283718   0.292    0.131   0.031   0.011   0.054    2.325    -1.592   8.4997    4.5277   19.658    1.3231   0.002979955    1      0.986   0.985    59.4        444   3       0.745    19.635       20.033       0.375       
  smc1398   511   0.427779   0.349    0.158   0.048   0.02    0.012    -2.968   -0.681   9.5748    5.5664   18.797    0.523    0.0010234833   1      0.987   0.988    157.5       511   4       0.553    18.788       19.308       0.5109997   
  smc1412   524   0.394333   0.28     0.129   0.026   0.011   0.016    -2.742   0.039    9.7917    6.2732   19.138    0.9143   0.0017448474   1      0.981   0.982    90.9        524   3       0.632    19.127       19.645       0.50699997  
  smc1414   124   0.361094   0.345    0.131   0.038   0.019   -0.032   -2.73    1.892    9.9012    8.2728   19.214    0.1864   0.0015032258   1      0.96    0.964    63.6        124   3       0.529    19.205       ""           ""          
  smc1416   488   0.370883   0.324    0.163   0.027   0.013   0.02     3.134    -0.399   9.3769    5.824    18.952    0.597    0.0012233607   1      0.989   0.985    129.4       488   3       0.531    18.942       19.436       0.48400116  
  smc1418   483   0.339094   0.261    0.119   0.014   0.006   -0.02    -3.061   1.136    9.5442    7.478    19.339    0.8018   0.0016600414   1      0.989   0.986    84.8        483   3       0.573    19.327       19.775       0.43599892  
  smc1419   497   0.351124   0.271    0.126   0.021   0.02    0.002    3.099    0.069    9.3779    6.3456   19.244    0.9492   0.0019098591   1      0.986   0.986    77.2        497   4       0.573    19.23        19.668       0.4239998   
  smc1429   524   0.441272   0.282    0.128   0.016   0.01    0.018    -1.775   1.913    10.7555   8.1426   19.084    0.6685   0.0012757634   1      0.988   0.986    112.4       524   4       0.597    19.079       19.646       0.5620003   
  smc1451   525   0.336057   0.317    0.151   0.032   0.009   0.055    -2.95    -0.826   9.5073    5.2939   19.515    1.4634   0.0027874287   1      0.987   0.988    72.8        525   3       0.781    19.492       20.076       0.5610008   
  smc1465   478   0.30476    0.264    0.121   0.021   0.013   0.024    -2.794   0.34     9.7252    6.5523   19.604    1.1735   0.0024550208   1      0.987   0.986    64.6        478   3       0.695    19.59        20.199       0.5949993   
  smc1471   492   0.329564   0.237    0.11    0.014   0.003   0.026    2.863    2.767    9.0931    8.971    18.999    0.625    0.0012703252   1      0.988   0.987    93.4        492   3       0.522    18.991       19.404       0.40499878  
  smc1548   497   0.304825   0.304    0.134   0.027   0.019   -0.043   -2.952   0.837    9.6999    7.2481   19.602    1.1925   0.0023993964   1      0.988   0.989    76.2        497   4       0.715    19.589       20.053       0.4510002   
  smc1554   491   0.38828    0.301    0.143   0.03    0.014   -0.025   -2.816   0.771    9.8011    7.1308   19.265    0.7783   0.0015851323   1      0.989   0.985    100.6       491   3       0.58     19.254       19.789       0.52400017  
  smc1572   518   0.378143   0.264    0.121   0.026   0.009   -0.025   -2.665   1.118    9.9517    7.4771   19.38     1.2184   0.0023521236   1      0.987   0.989    68.8        518   3       0.684    19.362       19.873       0.49300003  
  smc1573   518   0.313795   0.278    0.137   0.008   0.008   0.001    2.51     0.648    8.7915    6.9284   19.517    1.1003   0.0021241312   1      0.99    0.986    77.7        518   4       0.681    19.497       19.905       0.3880005   
  smc1590   494   0.37427    0.277    0.14    0.017   0.007   -0.0     -2.917   0.744    9.6496    7.0278   19.313    0.9395   0.0019018218   1      0.985   0.983    81.4        494   3       0.755    19.304       19.837       0.52400017  
  smc1609   385   0.370556   0.298    0.146   0.022   0.011   -0.031   -2.868   0.504    9.7611    6.8813   19.255    0.7964   0.0020685715   1      0.987   0.98     71.7        385   3       0.638    19.23        19.651       0.3959999   
  smc1619   499   0.357083   0.256    0.123   0.025   0.006   -0.01    -2.647   0.385    9.9385    6.697    19.181    0.7105   0.0014238477   1      0.987   0.988    92.3        499   3       0.563    19.168       19.653       0.47200012  
  smc1620   483   0.345758   0.3      0.144   0.019   0.005   -0.017   2.978    0.817    9.295     7.151    19.417    0.8821   0.001826294    1      0.988   0.98     88.5        483   3       0.664    19.402       19.88        0.46299934  
  smc1630   488   0.321494   0.283    0.13    0.024   0.015   0.016    -2.876   0.789    9.6583    7.0233   19.579    1.1881   0.002434631    1      0.988   0.985    70.0        488   3       0.751    19.555       19.921       0.34199905  
  smc1671   494   0.384098   0.312    0.147   0.009   0.013   0.005    -1.955   2.097    10.6028   8.3662   19.339    0.8045   0.0016285424   1      0.988   0.986    104.1       494   4       0.641    19.331       19.827       0.48799896  
  smc1673   499   0.487263   0.149    0.076   0.01    0.002   -0.011   2.18     -0.429   8.4859    5.8883   18.564    0.3181   6.3747494E-4   1      0.986   0.987    89.2        499   3       0.336    18.561       18.893       0.32900047  
  smc1674   24    0.327438   0.443    0.088   0.014   0.079   -0.313   -0.668   0.657    6.2411    7.8795   19.358    0.035    0.0014583333   1      0.778   0.876    53.3        24    3       0.33     19.281       ""           ""          
  smc1676   484   0.397206   0.206    0.083   0.008   0.003   0.017    -1.82    -0.777   10.7128   5.4551   19.174    1.2499   0.002582438    1      0.988   0.985    46.9        484   5       0.497    19.158       19.645       0.47100067  
  smc1689   423   0.36822    0.265    0.126   0.02    0.001   0.025    -2.806   0.912    9.7105    7.1213   19.233    0.5776   0.0013654847   1      0.987   0.985    93.1        423   3       0.497    19.223       19.676       0.4430008   
